"SST","Chlor","predicted","mes"
27.214336079418,0.047841419086251,11.896948025904,1
27.4974891299088,0.051879586316058,11.7345606816106,1
27.3390722126578,0.047608341657591,11.7268815704577,1
27.3347831228086,0.048514127449176,11.6929324674398,1
27.4720175193724,0.047414464284799,11.6217091716001,1
27.7111181546283,0.046910213451629,11.5478804125017,1
27.4465888781557,0.044307497329602,11.4706894186801,1
27.4538302893583,0.051549807168017,11.4197631236946,1
27.4900723804348,0.044048696597756,11.3869847717423,1
26.7696305948457,0.041281529426474,11.3741641519977,1
27.2306965189341,0.043692477870124,11.3517833469249,1
27.5795455802069,0.045083555665333,11.3476192356216,1
27.6193676256136,0.051707671332379,11.3303909495755,1
27.8523400971248,0.051385695805761,11.3252681577893,1
27.527989651648,0.050657706177454,11.3229149521512,1
27.1998655165673,0.043668372155675,11.3123367111394,1
27.7741572517532,0.048388487005423,11.310966281888,1
26.1986129054172,0.041015179695925,11.3041706417609,1
27.5925373339762,0.046293584108395,11.2781539535887,1
27.5739836879383,0.050650729132314,11.2712898571879,1
27.6114302073983,0.051058952239952,11.2615703957773,1
27.3515248835905,0.049530747223793,11.2564068512117,1
27.1260401318373,0.051132476353,11.2554988278696,1
27.6797761120266,0.045631889204751,11.2536462327691,1
26.2407105610975,0.040270643826689,11.250111141899,1
26.2801837184432,0.047384184739206,11.2253557386977,1
27.7335103292426,0.051527118691864,11.2214717701491,1
27.6237277291374,0.043544257340345,11.2097435245836,1
26.2124759843093,0.030415848392948,11.2065499484485,1
26.2368878038219,0.030753798457563,11.1954922057475,1
27.2648585155154,0.038087061431336,11.1802281601222,1
26.7507491153576,0.05219521912496,11.113072267612,1
27.488791717479,0.04288642658244,11.1020594687585,1
25.3179335897616,0.049387822260468,11.0957428178601,1
26.1902731559432,0.047857456199974,11.0925470501606,1
26.7311453271388,0.036076650624619,11.0822090589486,1
25.7645228118864,0.027869416490894,11.0642143980474,1
25.8060559396038,0.031096411728184,11.0638630051245,1
25.6199435713534,0.031440153026843,11.0489537045324,1
27.230569410852,0.040024165087692,11.0486568129875,1
25.7606886658485,0.033291522833019,11.0304544949545,1
27.2781141291199,0.037324343158418,11.0161772705034,1
26.1736655037693,0.031821452419993,11.0138261776853,1
25.7179747805926,0.033460603364292,10.9963454299645,1
25.737500556101,0.027935120701949,10.9921489185468,1
26.0768694069074,0.0403644959529,10.978183650182,1
25.7356439685309,0.047671091165335,10.9704608246354,1
26.8472778658836,0.041108587982159,10.9699173255282,1
24.9760892902349,0.028601115500088,10.9622376610812,1
26.7513846361325,0.047694714890836,10.9577049952999,1
27.3257280816094,0.037728716356519,10.9540255190458,1
25.35020130277,0.048696661551432,10.9455348052882,1
26.7759752700736,0.048051388001192,10.9276927791318,1
25.7892913993689,0.032660022234261,10.9223829394266,1
27.3678029339937,0.045588039440122,10.9029239435456,1
26.6823769168128,0.047705883506284,10.8912385928911,1
26.9129344268058,0.040496109997387,10.8898285198832,1
25.8511751589236,0.041455039851993,10.8808793754728,1
27.2275285740708,0.038282828026152,10.8696322498659,1
25.6442537151122,0.030986443806255,10.8596151891953,1
26.3141178108345,0.041199526030841,10.8543680931825,1
26.154311543303,0.032625416991469,10.8541728932238,1
26.8860673113605,0.049516435986257,10.8443507093619,1
26.5916660211255,0.048575431797697,10.8403542214422,1
27.3919710703015,0.045257508477654,10.8398783538669,1
25.7995517394811,0.032395788453436,10.8381129618463,1
26.0427827878682,0.029974313997578,10.8327577829872,1
26.1883280078892,0.029130645381585,10.8301786537383,1
26.6017852244916,0.030727664973279,10.806178971821,1
25.4635954114656,0.048944033757249,10.7982986096296,1
25.6330247415849,0.029723461695101,10.7859993318669,1
27.3726162216865,0.043710450831031,10.7858608605626,1
25.7591195803822,0.029268981730181,10.7740379500377,1
26.8816265742461,0.042426071946051,10.7736604824049,1
27.1619658038219,0.050704108616981,10.7682295320754,1
26.6199242572756,0.030706667683307,10.7621535418258,1
25.8908613428296,0.028170680804853,10.7509617749333,1
26.5996945911641,0.031136118056535,10.7488518069964,1
26.0996788282784,0.033118542680603,10.7446439676511,1
25.8186137967216,0.03931305170105,10.7381488589815,1
26.6557166821529,0.042415681814643,10.7376527496052,1
26.6569614281206,0.050299330383959,10.7341697276179,1
26.6958551838184,0.03235884267048,10.7294369065311,1
26.1587759612553,0.028446139259337,10.7183958102225,1
26.2043334713359,0.034835504095987,10.7128915025595,1
27.5097559535414,0.04091900300469,10.71265454625,1
26.825491400859,0.033011107166602,10.6987742210549,1
27.1264503739481,0.03682266591118,10.6967371667452,1
25.6484867039797,0.030620890476679,10.6952038954194,1
26.2815731086957,0.032008705459678,10.6869599992119,1
25.609033674702,0.048140859830944,10.6845141992891,1
26.0699312964586,0.050606546060064,10.6832048041628,1
25.7755247510519,0.039365033646777,10.681644108348,1
25.777092065568,0.029209047554565,10.681548225272,1
26.7769430148142,0.037320409295362,10.6683791822088,1
25.7348190923037,0.035690822059446,10.6640179766931,1
25.7658604639726,0.051387146887884,10.6575123781128,1
25.8588531109748,0.034849636475445,10.6546540881937,1
25.9240371892532,0.031554448878695,10.6269393508716,1
25.745490539446,0.034712577968153,10.6225636734646,1
26.9415187471073,0.03640397064633,10.6191250134515,1
26.829289612202,0.032018437330897,10.6173319118508,1
25.8249567162518,0.037696070287697,10.614207481353,1
26.8066905514551,0.033627480812003,10.6125280359859,1
24.9439837423738,0.028309135317696,10.60938941039,1
26.1790792549965,0.028739189020861,10.606676964002,1
25.9214942352735,0.0339256455223,10.5979468972049,1
26.7285673181977,0.044170433260715,10.5927536963997,1
26.2316108070652,0.036917479829803,10.5908341488492,1
25.7471954940393,0.046116447396717,10.5843208879106,1
26.1366107968969,0.050090542057994,10.583644305127,1
26.0204616264025,0.048180124297639,10.5814403263526,1
26.1531053782433,0.034770620005585,10.5796873963467,1
26.1111988297686,0.034805730147506,10.5710765088054,1
26.0523673008415,0.029084261604135,10.5676479597029,1
27.0907850573282,0.04412560190274,10.561937649795,1
26.8833928707048,0.032503424770473,10.5532914277585,1
25.9171744480189,0.034020789700986,10.5460901003101,1
26.9654773721949,0.048715107407306,10.5366788318943,1
25.3544413035589,0.052224937234103,10.5365101999829,1
27.422799434432,0.038596951407708,10.5261078953189,1
26.1023751759292,0.036272378522296,10.5236578506557,1
26.2849935081522,0.035632887941104,10.5223844195736,1
25.6099032578015,0.032199722623621,10.5124597692928,1
26.4267650845021,0.050605079045096,10.5059001951641,1
26.6963443125,0.03874983845116,10.4868148253759,1
26.1681684938639,0.037779153856309,10.4767155909912,1
26.8371279676543,0.044409972430277,10.4765122650511,1
26.0765660992286,0.034939542395707,10.4642810879079,1
26.2352082836606,0.053010405557579,10.4545520578318,1
25.9133034931627,0.042219651794383,10.417263776237,1
25.9139521519986,0.029346282660632,10.4124539502603,1
26.6307079171634,0.049860894604637,10.4043416655649,1
26.3843878015428,0.04097845979186,10.3939509968226,1
25.7788127848878,0.027623671010922,10.3928293069742,1
26.0461935532959,0.036804758151618,10.3903250117446,1
26.8253257319425,0.034229030240951,10.3858646140094,1
25.9627231723352,0.050703373414899,10.3832232469048,1
25.0394115212132,0.051964780112934,10.3800681719394,1
27.015691259993,0.043363214084585,10.3776746308386,1
25.1817020106942,0.050520759269657,10.3772237061594,1
27.1946165735449,0.039707742029669,10.3740997316171,1
26.0361023863079,0.032502036721849,10.3591022299343,1
26.0727792789271,0.042927925131488,10.339709067994,1
